"","postcode","suburb","Year","OffenceDivision","OffenceSubdivision","OffenceSubgroup","IncidentsRecorded","lat","lon"
"188839",3616,"TATURA",2010,"C Drug offences","C30 Drug use and possession","C32 Drug possession",145,-36.440085,145.227847
"188842",3616,"TATURA",2010,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",145,-36.440085,145.227847
"188849",3616,"TATURA",2016,"C Drug offences","C30 Drug use and possession","C31 Drug use",1,-36.440085,145.227847
"188876",3616,"TATURA",2012,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",270,-36.440085,145.227847
"188890",3616,"TATURA",2014,"C Drug offences","C30 Drug use and possession","C32 Drug possession",35,-36.440085,145.227847
"188900",3616,"TATURA",2016,"C Drug offences","C30 Drug use and possession","C32 Drug possession",1,-36.440085,145.227847
"188918",3616,"TATURA",2009,"C Drug offences","C30 Drug use and possession","C31 Drug use",1,-36.440085,145.227847
"188926",3616,"TATURA",2016,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",145,-36.440085,145.227847
"188948",3616,"TATURA",2011,"C Drug offences","C30 Drug use and possession","C32 Drug possession",380,-36.440085,145.227847
"188992",3616,"TATURA",2009,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",270,-36.440085,145.227847
"188997",3616,"TATURA",2017,"C Drug offences","C30 Drug use and possession","C31 Drug use",1,-36.440085,145.227847
"189004",3616,"TATURA",2008,"C Drug offences","C30 Drug use and possession","C32 Drug possession",549,-36.440085,145.227847
"189005",3616,"TATURA",2008,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",270,-36.440085,145.227847
"189030",3616,"TATURA",2014,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-36.440085,145.227847
"189034",3616,"TATURA",2015,"C Drug offences","C30 Drug use and possession","C31 Drug use",1,-36.440085,145.227847
"189035",3616,"TATURA",2015,"C Drug offences","C30 Drug use and possession","C32 Drug possession",79,-36.440085,145.227847
"189042",3616,"TATURA",2008,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",270,-36.440085,145.227847
"189064",3616,"TATURA",2015,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",145,-36.440085,145.227847
"189088",3616,"TATURA",2016,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",145,-36.440085,145.227847
"189098",3616,"TATURA",2012,"C Drug offences","C30 Drug use and possession","C32 Drug possession",57,-36.440085,145.227847
"189109",3616,"TATURA",2011,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",380,-36.440085,145.227847
"189110",3616,"TATURA",2011,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",380,-36.440085,145.227847
"189119",3616,"TATURA",2017,"C Drug offences","C30 Drug use and possession","C32 Drug possession",478,-36.440085,145.227847
"189153",3616,"TATURA",2012,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",145,-36.440085,145.227847
"189156",3616,"TATURA",2012,"C Drug offences","C30 Drug use and possession","C31 Drug use",145,-36.440085,145.227847
"189160",3616,"TATURA",2017,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-36.440085,145.227847
"189167",3616,"TATURA",2017,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",270,-36.440085,145.227847
"189179",3616,"TATURA",2013,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",145,-36.440085,145.227847
"189184",3616,"TATURA",2009,"C Drug offences","C30 Drug use and possession","C32 Drug possession",478,-36.440085,145.227847
"189185",3616,"TATURA",2013,"C Drug offences","C30 Drug use and possession","C32 Drug possession",101,-36.440085,145.227847
"189188",3616,"TATURA",2013,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",145,-36.440085,145.227847
"189198",3616,"TATURA",2013,"C Drug offences","C30 Drug use and possession","C31 Drug use",380,-36.440085,145.227847
"189232",3617,"BYRNESIDE",2016,"C Drug offences","C30 Drug use and possession","C32 Drug possession",1,-36.416975,145.149914
"189246",3618,"MERRIGUM",2017,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-36.372412,145.170237
"189248",3618,"MERRIGUM",2008,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",1,-36.372412,145.170237
"189252",3618,"MERRIGUM",2008,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-36.372412,145.170237
"189256",3618,"MERRIGUM",2010,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-36.372412,145.170237
"189276",3618,"MERRIGUM",2009,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",145,-36.372412,145.170237
"189277",3618,"MERRIGUM",2009,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",1,-36.372412,145.170237
"189293",3618,"MERRIGUM",2011,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",1,-36.372412,145.170237
"189324",3618,"MERRIGUM",2011,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-36.372412,145.170237
"189365",3620,"KYABRAM",2008,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",1,-36.308063,145.049552
"189382",3620,"KYABRAM",2008,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",145,-36.308063,145.049552
"189386",3620,"KYABRAM",2009,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",145,-36.308063,145.049552
"189387",3620,"KYABRAM",2009,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",35,-36.308063,145.049552
"189402",3620,"KYABRAM",2009,"C Drug offences","C30 Drug use and possession","C31 Drug use",1,-36.308063,145.049552
"189425",3620,"KYABRAM",2014,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",145,-36.308063,145.049552
"189449",3620,"KYABRAM",2012,"C Drug offences","C30 Drug use and possession","C32 Drug possession",380,-36.308063,145.049552
"189462",3620,"KYABRAM",2015,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",549,-36.308063,145.049552
"189471",3620,"KYABRAM",2017,"C Drug offences","C30 Drug use and possession","C32 Drug possession",46,-36.308063,145.049552
"189477",3620,"KYABRAM",2014,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",270,-36.308063,145.049552
"189503",3620,"KYABRAM",2015,"C Drug offences","C30 Drug use and possession","C32 Drug possession",634,-36.308063,145.049552
"189518",3620,"KYABRAM",2011,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",380,-36.308063,145.049552
"189529",3620,"KYABRAM",2015,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",380,-36.308063,145.049552
"189535",3620,"KYABRAM",2016,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",601,-36.308063,145.049552
"189550",3620,"KYABRAM",2017,"C Drug offences","C30 Drug use and possession","C31 Drug use",1,-36.308063,145.049552
"189556",3620,"KYABRAM",2013,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",145,-36.308063,145.049552
"189566",3620,"KYABRAM",2009,"C Drug offences","C30 Drug use and possession","C32 Drug possession",478,-36.308063,145.049552
"189574",3620,"KYABRAM",2016,"C Drug offences","C30 Drug use and possession","C32 Drug possession",35,-36.308063,145.049552
"189576",3620,"KYABRAM",2016,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",270,-36.308063,145.049552
"189582",3620,"KYABRAM",2012,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",1,-36.308063,145.049552
"189595",3620,"KYABRAM",2010,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",145,-36.308063,145.049552
"189611",3620,"KYABRAM",2014,"C Drug offences","C30 Drug use and possession","C32 Drug possession",270,-36.308063,145.049552
"189615",3620,"KYABRAM",2016,"C Drug offences","C20 Cultivate or manufacture drugs","C23 Possess drug manufacturing equipment or precursor",1,-36.308063,145.049552
"189654",3620,"KYABRAM",2011,"C Drug offences","C30 Drug use and possession","C31 Drug use",1,-36.308063,145.049552
"189669",3620,"KYABRAM",2013,"C Drug offences","C30 Drug use and possession","C32 Drug possession",270,-36.308063,145.049552
"189676",3620,"KYABRAM",2014,"C Drug offences","C30 Drug use and possession","C31 Drug use",1,-36.308063,145.049552
"189680",3620,"KYABRAM",2010,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",270,-36.308063,145.049552
"189695",3620,"KYABRAM",2008,"C Drug offences","C30 Drug use and possession","C32 Drug possession",478,-36.308063,145.049552
"189706",3620,"KYABRAM",2010,"C Drug offences","C30 Drug use and possession","C32 Drug possession",68,-36.308063,145.049552
"189716",3620,"KYABRAM",2011,"C Drug offences","C30 Drug use and possession","C32 Drug possession",145,-36.308063,145.049552
"189717",3620,"KYABRAM",2017,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",380,-36.308063,145.049552
"189723",3620,"KYABRAM",2013,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",380,-36.308063,145.049552
"189736",3620,"KYABRAM",2017,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-36.308063,145.049552
"189770",3620,"LANCASTER",2016,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-36.314977,145.132099
"189799",3620,"LANCASTER",2010,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",1,-36.314977,145.132099
"189829",3620,"LANCASTER",2012,"C Drug offences","C30 Drug use and possession","C32 Drug possession",1,-36.314977,145.132099
"189832",3620,"MOUNT SCOBIE",2016,"C Drug offences","C30 Drug use and possession","C32 Drug possession",1,-36.355289,144.995996
"189841",3620,"ST GERMAINS",2013,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",145,-36.240545,145.158176
"189856",3620,"WYUNA",2008,"C Drug offences","C30 Drug use and possession","C32 Drug possession",1,-36.199265,145.097262
"189857",3620,"WYUNA",2012,"C Drug offences","C30 Drug use and possession","C32 Drug possession",145,-36.199265,145.097262
"189900",3620,"WYUNA",2009,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-36.199265,145.097262
"190009",3621,"TONGALA",2013,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",1,-36.249386,144.948203
"190021",3621,"TONGALA",2010,"C Drug offences","C30 Drug use and possession","C31 Drug use",1,-36.249386,144.948203
"190026",3621,"TONGALA",2012,"C Drug offences","C30 Drug use and possession","C32 Drug possession",145,-36.249386,144.948203
"190037",3621,"TONGALA",2017,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",1,-36.249386,144.948203
"190038",3621,"TONGALA",2014,"C Drug offences","C30 Drug use and possession","C32 Drug possession",270,-36.249386,144.948203
"190060",3621,"TONGALA",2017,"C Drug offences","C30 Drug use and possession","C32 Drug possession",270,-36.249386,144.948203
"190061",3621,"TONGALA",2011,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",145,-36.249386,144.948203
"190067",3621,"TONGALA",2010,"C Drug offences","C30 Drug use and possession","C32 Drug possession",1,-36.249386,144.948203
"190070",3621,"TONGALA",2013,"C Drug offences","C30 Drug use and possession","C32 Drug possession",270,-36.249386,144.948203
"190092",3621,"TONGALA",2011,"C Drug offences","C30 Drug use and possession","C32 Drug possession",1,-36.249386,144.948203
"190103",3621,"TONGALA",2015,"C Drug offences","C30 Drug use and possession","C31 Drug use",1,-36.249386,144.948203
"190111",3621,"TONGALA",2014,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",1,-36.249386,144.948203
"190113",3621,"TONGALA",2015,"C Drug offences","C30 Drug use and possession","C32 Drug possession",270,-36.249386,144.948203
"190114",3621,"TONGALA",2016,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",145,-36.249386,144.948203
"190121",3621,"TONGALA",2013,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-36.249386,144.948203
"190125",3621,"TONGALA",2012,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-36.249386,144.948203
"190127",3621,"TONGALA",2008,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-36.249386,144.948203
"190138",3621,"TONGALA",2010,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",145,-36.249386,144.948203
"190155",3621,"TONGALA",2009,"C Drug offences","C30 Drug use and possession","C32 Drug possession",1,-36.249386,144.948203
"190166",3621,"TONGALA",2016,"C Drug offences","C30 Drug use and possession","C31 Drug use",1,-36.249386,144.948203
"190174",3621,"YAMBUNA",2017,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-36.136283,144.990759
"190233",3622,"KOYUGA",2013,"C Drug offences","C30 Drug use and possession","C32 Drug possession",1,-36.209813,144.909518
"190248",3622,"KOYUGA",2017,"C Drug offences","C30 Drug use and possession","C32 Drug possession",145,-36.209813,144.909518
"190260",3622,"STRATHALLAN",2015,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",1,-36.25622,144.71465
"190271",3622,"STRATHALLAN",2016,"C Drug offences","C30 Drug use and possession","C32 Drug possession",1,-36.25622,144.71465
"190289",3622,"STRATHALLAN",2008,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",1,-36.25622,144.71465
"190296",3623,"CARAG CARAG",2015,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-36.462334,144.904277
"190331",3623,"STANHOPE",2010,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-36.447149,144.986652
"190389",3623,"STANHOPE",2013,"C Drug offences","C30 Drug use and possession","C32 Drug possession",1,-36.447149,144.986652
"190393",3623,"STANHOPE",2015,"C Drug offences","C30 Drug use and possession","C32 Drug possession",1,-36.447149,144.986652
"190402",3623,"STANHOPE",2016,"C Drug offences","C30 Drug use and possession","C32 Drug possession",1,-36.447149,144.986652
"190409",3623,"STANHOPE",2015,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-36.447149,144.986652
"190456",3624,"GIRGARRE",2017,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",1,-36.443573,145.068304
"190492",3624,"GIRGARRE",2008,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-36.443573,145.068304
"190513",3624,"GIRGARRE",2015,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",1,-36.443573,145.068304
"190534",3624,"GIRGARRE",2016,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",1,-36.443573,145.068304
"190535",3624,"GIRGARRE",2016,"C Drug offences","C20 Cultivate or manufacture drugs","C23 Possess drug manufacturing equipment or precursor",1,-36.443573,145.068304
"190538",3629,"ARDMONA",2013,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",1,-36.378536,145.295366
"190564",3629,"ARDMONA",2011,"C Drug offences","C30 Drug use and possession","C32 Drug possession",1,-36.378536,145.295366
"190569",3629,"ARDMONA",2013,"C Drug offences","C30 Drug use and possession","C32 Drug possession",145,-36.378536,145.295366
"190585",3629,"ARDMONA",2014,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-36.378536,145.295366
"190588",3629,"ARDMONA",2014,"C Drug offences","C30 Drug use and possession","C31 Drug use",1,-36.378536,145.295366
"190590",3629,"ARDMONA",2015,"C Drug offences","C30 Drug use and possession","C32 Drug possession",1,-36.378536,145.295366
"190596",3629,"ARDMONA",2012,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-36.378536,145.295366
"190600",3629,"ARDMONA",2016,"C Drug offences","C30 Drug use and possession","C32 Drug possession",1,-36.378536,145.295366
"190604",3629,"ARDMONA",2011,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",1,-36.378536,145.295366
"190618",3629,"ARDMONA",2017,"C Drug offences","C30 Drug use and possession","C32 Drug possession",1,-36.378536,145.295366
"190622",3629,"ARDMONA",2013,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-36.378536,145.295366
"190624",3629,"ARDMONA",2014,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",1,-36.378536,145.295366
"190630",3629,"ARDMONA",2009,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-36.378536,145.295366
"190650",3629,"COOMBOONA",2014,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-36.284356,145.295406
"190676",3629,"MOOROOPNA",2011,"C Drug offences","C30 Drug use and possession","C32 Drug possession",79,-36.394652,145.357817
